,Period,Year,Month,Location,Gender,Marital-status,Age-group,Occupation,Income-Level," Personal-Hygiene (eg Soap, toothpaste)",Cleaning-products ,"Fresh-groceries (Fruits, vegetables)",Medicines-Natural-remedies,Alcohol-beverages,Skin-care (eg. Body lotion),Hair-care (eg. Shampoo),"Entertainment (eg. Restaurants, movies)","Beauty (eg Makeup, cosmetics, haircuts)",Clothing,Airtime-Data-bundles
1914,20/03/2023,2023,3,N5,Male,Married,Millennials,Self employed/Contractor,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
1915,20/03/2023,2023,3,N27,Male,Married,Millennials,Salaried employee,Middle Income,Same,Same,Less,Not sure,Same,Less,Same,More,Same,More,Less
1916,20/03/2023,2023,3,N2,Female,Married,Millennials,Self employed/Contractor,Middle Income,Same,Less,Same,Same,Less,Less,Less,Same,Less,Same,Same
1917,20/03/2023,2023,3,N25,Male,Married,Millennials,Business owner,Middle Income,Less,Same,Same,Not sure,Not sure,Less,Not sure,Not sure,Same,Less,Same
1918,20/03/2023,2023,3,N48,Male,Dating,Millennials,Business owner,Middle Income,Less,Same,Less,Less,Less,Same,Not sure,Less,Less,Less,Less
1919,20/03/2023,2023,3,N11,Male,Married,Millennials,Business owner,Middle Income,Same,More,Same,More,Same,Less,Same,More,Less,More,Same
1920,20/03/2023,2023,3,N9,Male,Single,Millennials,Salaried employee,Low Income,Same,More,Same,Not sure,Same,Less,Not sure,Same,Not sure,Less,Same
1921,20/03/2023,2023,3,N35,Male,Married,Millennials,Self employed/Contractor,Middle Income,More,More,More,More,Not sure,Same,Same,Same,More,More,More
1922,20/03/2023,2023,3,N4,Male,Married,Millennials,Salaried employee,Middle Income,Less,Same,Less,Less,Less,Less,Less,Same,Same,Less,Same
1923,20/03/2023,2023,3,N43,Male,Cohabiting,Millennials,Self employed/Contractor,Low Income,Same,Same,Same,Same,Less,Same,Same,Same,Same,Same,Same
1924,20/03/2023,2023,3,N18,Male,Single,Millennials,Salaried employee,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
1925,20/03/2023,2023,3,N43,Female,Cohabiting,Millennials,Salaried employee,Low Income,Same,Less,Same,Less,Not sure,Less,Less,Less,Less,Less,Less
1926,20/03/2023,2023,3,N43,Male,Cohabiting,Millennials,Business owner,Low Income,Same,Same,Same,Same,Not sure,Same,Same,Not sure,Same,Same,Same
1927,20/03/2023,2023,3,N25,Male,Married,Millennials,Salaried employee,Middle Income,Same,Same,Same,Not sure,Not sure,Same,Not sure,Less,Same,Less,Same
1928,20/03/2023,2023,3,N43,Female,Cohabiting,Millennials,Self employed/Contractor,Low Income,Same,Same,Same,Same,Not sure,Same,Same,Not sure,Same,Same,Same
1929,20/03/2023,2023,3,N17,Female,Married,Millennials,Unemployed,Middle Income,Same,Same,Less,Same,Less,Same,Same,Same,Same,Same,Same
1930,20/03/2023,2023,3,N9,Female,Married,Millennials,Business owner,Middle Income,Same,Same,Same,Same,Not sure,Same,Same,Same,Same,Same,Same
1931,20/03/2023,2023,3,N27,Female,Dating,Millennials,Self employed/Contractor,Low Income,More,Less,Less,More,Not sure,Same,More,Less,Less,Not sure,Same
1932,20/03/2023,2023,3,N35,Female,Divorced/Separated/Widowed,Millennials,Business owner,High Income,More,More,More,Same,Not sure,More,Same,More,More,More,More
1933,20/03/2023,2023,3,N6,Male,Married,Millennials,Salaried employee,Low Income,Same,Same,Same,Same,Less,Less,Less,Less,Less,Less,Less
1934,20/03/2023,2023,3,N30,Female,Married,Millennials,Business owner,Middle Income,Less,Same,Same,Less,Not sure,Same,Same,Less,Less,Less,Same
1935,20/03/2023,2023,3,N4,Male,Dating,Millennials,Salaried employee,Middle Income,Less,Same,Less,Same,Less,Same,Less,Less,Less,Same,Less
1936,20/03/2023,2023,3,N50,Male,Married,Millennials,Salaried employee,Low Income,Same,Same,Same,Not sure,Not sure,Less,Less,Less,Less,Less,Less
1937,20/03/2023,2023,3,N48,Female,Dating,Millennials,Self employed/Contractor,Middle Income,More,More,More,Same,Not sure,Same,More,More,Not sure,Same,Not sure
1938,20/03/2023,2023,3,N22,Female,Married,Millennials,Salaried employee,Middle Income,Same,Less,Same,Less,Less,Same,Same,Same,Same,Same,Less
1939,20/03/2023,2023,3,N28,Female,Married,Millennials,Self employed/Contractor,High Income,Same,Same,Same,Less,Less,Same,Same,Less,Less,Less,Less
1940,20/03/2023,2023,3,N48,Female,Dating,Millennials,Student,Middle Income,Less,Not sure,Same,Not sure,Less,Not sure,Less,Same,Not sure,Not sure,Less
1941,20/03/2023,2023,3,N4,Male,Married,Millennials,Salaried employee,Low Income,Less,Same,Same,Same,Same,Less,Same,Same,Less,Less,Same
1942,20/03/2023,2023,3,N8,Male,Married,Millennials,Salaried employee,Low Income,Same,Same,Same,Less,Less,Same,Not sure,Less,Less,Same,Same
1943,20/03/2023,2023,3,MS1,Male,Single,Millennials,Salaried employee,Middle Income,Same,More,More,Same,Less,Less,Less,Same,More,Less,Less
1944,20/03/2023,2023,3,N21,Female,Married,Millennials,Self employed/Contractor,Middle Income,Same,Same,Less,More,Same,Same,More,More,Same,More,More
1945,20/03/2023,2023,3,N4,Male,Married,Millennials,Salaried employee,Middle Income,Less,Same,Less,Same,Same,Less,Same,Less,Same,Less,Less
1946,20/03/2023,2023,3,N10,Female,Divorced/Separated/Widowed,Millennials,Salaried employee,Middle Income,Same,Same,Same,Not sure,Not sure,Same,Same,Not sure,Same,Less,Same
1947,20/03/2023,2023,3,N20,Female,Dating,Gen Z,Business owner,Low Income,Same,Same,Same,Less,Not sure,Same,Same,Less,Less,Same,More
1948,20/03/2023,2023,3,N8,Female,Divorced/Separated/Widowed,Gen Z,Salaried employee,Low Income,Same,Same,Same,Less,Same,Same,More,Same,Same,More,Same
1949,20/03/2023,2023,3,N5,Female,Married,Gen Z,Salaried employee,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
1950,20/03/2023,2023,3,N17,Male,Married,Gen Z,Salaried employee,Low Income,Same,Same,Same,Same,Not sure,Same,Less,Less,Same,Less,Same
1951,20/03/2023,2023,3,N48,Male,Dating,Gen Z,Self employed/Contractor,Middle Income,Same,Less,Less,Not sure,Not sure,Same,Less,Not sure,Same,Less,Not sure
1952,20/03/2023,2023,3,N4,Female,Single,Gen Z,Student,Low Income,Less,Same,Same,More,Same,Less,Same,Less,Less,Less,Less
1953,20/03/2023,2023,3,N9,Female,Dating,Gen Z,Student,Middle Income,Same,More,Same,More,Same,Same,Less,Less,Same,Same,Same
1954,20/03/2023,2023,3,N48,Female,Dating,Gen Z,Salaried employee,Middle Income,Same,Less,Less,Less,Same,Not sure,Less,Not sure,Same,Not sure,Less
1955,20/03/2023,2023,3,N18,Female,Divorced/Separated/Widowed,Gen Z,Salaried employee,Low Income,Less,Less,Less,Not sure,Not sure,Less,Less,Not sure,Not sure,Less,Less
1956,20/03/2023,2023,3,N10,Female,Married,Gen Z,Salaried employee,Middle Income,Same,Same,Same,Less,Not sure,Same,Less,Less,Less,Less,Same
1957,20/03/2023,2023,3,N22,Male,Married,Gen Z,Salaried employee,Low Income,Same,Less,Same,More,Same,More,More,Less,More,More,More
1958,20/03/2023,2023,3,N11,Male,Married,Gen Z,Unemployed,Middle Income,Less,Less,Less,Less,Not sure,Less,Less,Less,Less,Less,Less
1959,20/03/2023,2023,3,N35,Female,Dating,Gen Z,Salaried employee,Middle Income,More,More,More,Same,Less,More,More,More,More,More,More
1960,20/03/2023,2023,3,N50,Female,Single,Gen Z,Salaried employee,Low Income,Same,Same,Same,Less,Less,Same,Less,Less,Less,Less,Same
1961,20/03/2023,2023,3,MS1,Male,Dating,Gen Z,Salaried employee,Low Income,Less,Same,More,More,Same,More,More,Same,More,Same,Same
1962,20/03/2023,2023,3,N36,Male,Married,Gen Z,Salaried employee,Low Income,Same,Same,Same,Same,Not sure,Not sure,Not sure,Less,Not sure,Less,Same
1963,20/03/2023,2023,3,N27,Female,Dating,Gen Z,Self employed/Contractor,Middle Income,Not sure,Same,Not sure,Not sure,Same,Not sure,More,Same,More,Same,Less
1964,20/03/2023,2023,3,N2,Female,Dating,Gen Z,Self employed/Contractor,High Income,Same,Less,Same,Same,Less,Same,Same,More,Same,Same,Same
1965,20/03/2023,2023,3,N4,Male,Dating,Gen Z,Business owner,Low Income,Less,Same,Less,Less,Less,Same,Same,Less,Less,Less,Less
1966,20/03/2023,2023,3,N25,Female,Married,Gen Z,Business owner,Middle Income,Same,Same,Same,Not sure,Not sure,Same,Less,Less,Less,Less,Same
1967,20/03/2023,2023,3,N5,Female,Married,Gen Z,Salaried employee,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
1968,20/03/2023,2023,3,N13,Female,Dating,Gen Z,Salaried employee,Middle Income,Same,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less
1969,20/03/2023,2023,3,N5,Female,Married,Gen Z,Salaried employee,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
1970,20/03/2023,2023,3,N20,Male,Dating,Gen Z,Unemployed,Low Income,More,Same,Same,Same,Less,Same,Less,Less,Less,Same,Less
1971,20/03/2023,2023,3,N20,Female,Dating,Gen Z,Unemployed,Low Income,Same,More,More,More,Not sure,More,More,Same,More,Same,Less
1972,20/03/2023,2023,3,N18,Female,Single,Gen Z,Salaried employee,Low Income,More,More,Not sure,More,Not sure,More,More,More,More,More,More
1973,20/03/2023,2023,3,MS1,Female,Dating,Gen Z,Unemployed,Low Income,Less,Same,Not sure,More,More,Not sure,Less,Same,Same,Less,Same
1974,20/03/2023,2023,3,MS1,Female,Dating,Gen Z,Student,Low Income,Less,Same,More,Same,Same,Not sure,Not sure,Not sure,Same,Less,Same
1975,20/03/2023,2023,3,N16,Male,Single,Gen Z,Student,Low Income,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Same,Less,Same,Same
1976,20/03/2023,2023,3,N16,Female,Single,Gen Z,Unemployed,Middle Income,Not sure,Not sure,Not sure,Not sure,Not sure,Same,Same,More,Same,Same,More
1977,20/03/2023,2023,3,N18,Female,Dating,Gen Z,Salaried employee,Low Income,Same,Same,Same,Same,Same,Same,Same,Less,Less,Less,Less
1978,20/03/2023,2023,3,N18,Male,Married,Gen Z,Salaried employee,Low Income,Same,Same,Less,Not sure,Not sure,Less,Less,Less,Not sure,Less,Less
1979,20/03/2023,2023,3,N6,Female,Dating,Gen Z,Student,Low Income,Same,Same,Same,Same,Not sure,Less,Less,Less,Less,Less,Less
1980,20/03/2023,2023,3,N18,Female,Married,Gen Z,Unemployed,Low Income,Same,Same,Same,Not sure,Not sure,Less,Less,Less,Less,Less,Less
1981,20/03/2023,2023,3,N42,Male,Married,Baby Boomers,Salaried employee,Middle Income,Same,Same,Same,Same,Not sure,Same,Same,Same,Same,Same,Same
1982,20/03/2023,2023,3,N42,Male,Married,Baby Boomers,Salaried employee,Middle Income,Same,Same,Same,Same,Not sure,Same,Same,Same,Same,Same,Same
1983,20/03/2023,2023,3,N42,Female,Married,Baby Boomers,Business owner,Middle Income,More,Not sure,More,Same,More,Same,More,More,More,Same,More
1984,20/03/2023,2023,3,N42,Female,Dating,Baby Boomers,Salaried employee,Middle Income,Same,More,Less,Same,Not sure,More,More,More,More,Same,More
1985,20/03/2023,2023,3,N42,Female,Dating,Baby Boomers,Unemployed,Low Income,Same,Less,Same,Less,Less,Less,Not sure,Less,Same,Same,More
1986,20/11/2022,2022,11,N30,Male,Married,Millennials,Salaried employee,Low Income,Same,Less,Less,Not sure,Not sure,Same,Same,Less,Less,Less,Same
1987,20/11/2022,2022,11,N20,Female,Single,Millennials,Salaried employee,Low Income,More,Same,More,Same,Same,More,Same,Less,Same,Less,Same
1988,20/11/2022,2022,11,N9,Male,Dating,Millennials,Salaried employee,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
1989,20/11/2022,2022,11,N12,Female,Dating,Millennials,Salaried employee,Low Income,Less,Less,Less,Not sure,Less,Same,Same,Same,Same,Same,Same
1990,20/11/2022,2022,11,N48,Female,Dating,Millennials,Business owner,Middle Income,Same,More,Less,More,More,Not sure,Less,More,Same,More,Less
1991,20/11/2022,2022,11,N31,Female,Married,Gen Z,Salaried employee,Low Income,Same,Same,Same,Less,Less,Same,Same,Less,Less,Same,Same
1992,20/11/2022,2022,11,N13,Female,Dating,Gen Z,Salaried employee,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
1993,20/11/2022,2022,11,N10,Female,Married,Millennials,Salaried employee,Middle Income,Same,Same,Same,Less,Not sure,Same,Same,Less,Same,Less,Same
1994,20/11/2022,2022,11,N11,Female,Married,Millennials,Salaried employee,Middle Income,Same,More,More,Same,Same,Less,Same,Same,Same,Same,Same
1995,20/11/2022,2022,11,NK1,Female,Married,Millennials,Salaried employee,High Income,Same,Same,More,Less,Less,Same,Same,Less,Same,Less,More
1996,20/11/2022,2022,11,N10,Male,Married,Gen X,Self employed/Contractor,Middle Income,Same,Same,Same,Less,Not sure,Less,Less,Not sure,Same,Less,More
1997,20/11/2022,2022,11,N34,Male,Single,Millennials,Salaried employee,Middle Income,Same,Same,Less,Same,Same,Same,Less,Same,Same,Less,Less
1998,20/11/2022,2022,11,NK1,Male,Cohabiting,Millennials,Business owner,Middle Income,Same,Same,More,Same,Same,Not sure,Not sure,Same,Not sure,Less,More
1999,20/11/2022,2022,11,N17,Female,Dating,Gen Z,Unemployed,Middle Income,Same,Same,Same,Not sure,Less,Same,Same,Same,Same,Same,Same
2000,20/11/2022,2022,11,N35,Male,Married,Millennials,Unemployed,Low Income,More,Same,More,Same,Same,Less,Less,Less,Less,Same,More
2001,20/11/2022,2022,11,N21,Male,Divorced/Separated/Widowed,Gen X,Unemployed,High Income,More,More,Same,More,Same,Same,Same,More,Less,Same,More
2002,20/11/2022,2022,11,N36,Male,Divorced/Separated/Widowed,Gen X,Self employed/Contractor,High Income,More,More,More,More,More,More,Less,Less,Less,Less,More
2003,20/11/2022,2022,11,N43,Female,Married,Millennials,Stay-at-home mom or dad,Low Income,Same,Same,Same,Same,Not sure,Less,Less,Less,Less,Same,Same
2004,20/11/2022,2022,11,N11,Male,Cohabiting,Gen Z,Salaried employee,Middle Income,Same,Same,Same,More,Less,Same,Same,More,More,Same,Less
2005,20/11/2022,2022,11,N17,Male,Dating,Gen Z,Student,High Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2006,20/11/2022,2022,11,N48,Female,Married,Millennials,Business owner,Middle Income,Not sure,More,Same,Less,Less,More,More,Less,Same,Not sure,Less
2007,20/11/2022,2022,11,N16,Female,Single,Gen Z,Salaried employee,Low Income,Same,Same,Same,Less,Less,Same,Same,Same,Same,Same,Same
2008,20/11/2022,2022,11,NK1,Female,Cohabiting,Millennials,Salaried employee,Middle Income,Same,Same,More,Less,Not sure,Not sure,Not sure,Less,Less,Less,More
2009,20/11/2022,2022,11,N14,Female,Married,Millennials,Salaried employee,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2010,20/11/2022,2022,11,N27,Male,Single,Millennials,Salaried employee,Middle Income,Same,More,Not sure,Same,Less,Same,Not sure,Same,Same,Not sure,Same
2011,20/11/2022,2022,11,N21,Male,Cohabiting,Millennials,Business owner,Middle Income,Same,Same,Less,Same,Same,More,Same,Same,More,Not sure,Same
2012,20/11/2022,2022,11,N17,Male,Married,Millennials,Self employed/Contractor,High Income,Same,Same,Same,More,Same,Same,Not sure,Less,Same,More,Same
2013,20/11/2022,2022,11,N16,Female,Dating,Gen Z,Salaried employee,Low Income,More,Same,Same,Less,Less,More,More,Same,Less,Same,More
2014,20/11/2022,2022,11,N31,Male,Married,Millennials,Salaried employee,Low Income,Same,Less,Less,More,Less,Less,Less,Less,Less,Less,Less
2015,20/11/2022,2022,11,N16,Female,Dating,Gen Z,Salaried employee,Low Income,Same,Same,Same,Less,Not sure,Same,Same,Same,Same,Same,More
2016,20/11/2022,2022,11,N14,Male,Dating,Millennials,Salaried employee,Middle Income,Less,Same,Same,Same,Less,Less,Less,Less,Less,Less,Less
2017,20/11/2022,2022,11,MS1,Female,Married,Millennials,Salaried employee,Middle Income,More,Same,Same,More,Not sure,More,Less,Same,Same,Same,Same
2018,20/11/2022,2022,11,N28,Male,Married,Millennials,Self employed/Contractor,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2019,20/11/2022,2022,11,N43,Male,Single,Gen Z,Salaried employee,Low Income,Same,Same,Same,Less,Not sure,Less,Less,Not sure,Not sure,Less,Same
2020,20/11/2022,2022,11,N5,Female,Married,Millennials,Self employed/Contractor,Low Income,Same,More,More,Same,Less,Less,Same,Less,Less,Less,Less
2021,20/11/2022,2022,11,N11,Female,Dating,Millennials,Salaried employee,Middle Income,Same,Same,Less,Same,Less,More,Same,Less,More,Same,Same
2022,20/11/2022,2022,11,NK1,Male,Cohabiting,Millennials,Salaried employee,Middle Income,Same,Same,More,Less,Less,Same,Not sure,Less,Not sure,Less,More
2023,20/11/2022,2022,11,N5,Male,Married,Millennials,Self employed/Contractor,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2024,20/11/2022,2022,11,N48,Male,Dating,Millennials,Salaried employee,Low Income,More,More,Same,Same,Less,Not sure,Less,Not sure,Same,Less,Not sure
2025,20/11/2022,2022,11,N4,Male,Married,Millennials,Business owner,Low Income,Less,Same,More,Same,More,More,Same,More,More,Same,More
2026,20/11/2022,2022,11,N21,Female,Married,Millennials,Business owner,Middle Income,Same,Less,Same,Same,Same,Less,Less,Same,Same,More,Same
2027,20/11/2022,2022,11,N5,Female,Married,Millennials,Self employed/Contractor,Low Income,More,More,Same,Same,Less,Less,Less,Less,Less,Same,More
2028,20/11/2022,2022,11,N27,Male,Dating,Gen Z,Salaried employee,Low Income,More,More,Not sure,Not sure,Not sure,Not sure,Not sure,More,Not sure,Not sure,More
2029,20/11/2022,2022,11,N5,Male,Married,Millennials,Salaried employee,Low Income,Same,More,Same,Same,Less,Less,Less,Less,Less,Same,Same
2030,20/11/2022,2022,11,N12,Male,Married,Gen Z,Salaried employee,Low Income,More,More,More,More,Less,Less,Less,Less,Less,Less,More
2031,20/11/2022,2022,11,N20,Male,Married,Millennials,Self employed/Contractor,Low Income,Same,Same,Same,Same,Less,Same,Same,Same,Less,Same,Same
2032,20/11/2022,2022,11,N48,Male,Dating,Gen Z,Salaried employee,Middle Income,Same,More,More,Not sure,Less,Same,More,Same,Less,More,Less
2033,20/11/2022,2022,11,N11,Female,Married,Millennials,Business owner,Middle Income,Less,Same,Same,Less,More,Same,Same,More,Same,More,Same
2034,20/11/2022,2022,11,N28,Male,Dating,Gen Z,Business owner,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2035,20/11/2022,2022,11,N1,Female,Married,Millennials,Salaried employee,Middle Income,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less
2036,20/11/2022,2022,11,N2,Male,Married,Millennials,Business owner,Low Income,Same,Same,Same,Less,Same,Same,Less,Same,Less,Same,Same
2037,20/11/2022,2022,11,N36,Male,Divorced/Separated/Widowed,Baby Boomers,Unemployed,High Income,More,More,More,More,More,Less,Less,Less,Less,Same,Same
2038,20/11/2022,2022,11,N14,Male,Dating,Millennials,Unemployed,Low Income,Same,Same,Same,Same,Same,Same,Same,Less,Not sure,Less,Same
2039,20/11/2022,2022,11,N14,Male,Married,Millennials,Salaried employee,Middle Income,Same,Same,Same,Same,Same,Not sure,Less,Same,Less,Less,Less
2040,20/11/2022,2022,11,NK1,Male,Cohabiting,Gen X,Salaried employee,Middle Income,Same,Same,Same,Less,Same,Not sure,Not sure,More,Not sure,Same,More
2041,20/11/2022,2022,11,N1,Female,Married,Millennials,Salaried employee,Low Income,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less
2042,20/11/2022,2022,11,N10,Male,Married,Millennials,Business owner,Middle Income,Same,Same,More,Less,Not sure,Same,Less,Not sure,Same,Less,More
2043,20/11/2022,2022,11,N12,Female,Single,Millennials,Salaried employee,Middle Income,More,More,More,Same,Not sure,More,More,Less,More,More,More
2044,20/11/2022,2022,11,N21,Female,Dating,Gen Z,Salaried employee,Middle Income,Same,Less,Same,More,Same,Same,Same,Same,More,More,Same
2045,20/11/2022,2022,11,N47,Female,Single,Millennials,Self employed/Contractor,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2046,20/11/2022,2022,11,N22,Female,Married,Gen Z,Student,Low Income,Less,Same,Less,Less,Less,Less,Less,Less,Same,Same,Same
2047,20/11/2022,2022,11,N2,Female,Married,Millennials,Salaried employee,Middle Income,Same,Same,Same,More,Less,Same,Same,Same,Same,Less,Same
2048,20/11/2022,2022,11,N5,Female,Married,Millennials,Salaried employee,Low Income,More,More,More,Same,Less,Less,Less,Less,Less,Less,Same
2049,20/11/2022,2022,11,NK1,Female,Cohabiting,Millennials,Salaried employee,Low Income,Same,Same,More,Less,Not sure,Less,Less,Less,Less,Less,More
