,Period,Location,Marital-status," Personal-Hygiene (eg Soap, toothpaste)",Cleaning-products ,"Fresh-groceries (Fruits, vegetables)",Medicines-Natural-remedies,Alcohol-beverages,Skin-care (eg. Body lotion),Hair-care (eg. Shampoo),"Entertainment (eg. Restaurants, movies)","Beauty (eg Makeup, cosmetics, haircuts)",Clothing,Airtime-Data-bundles
6122,8,41,4,3,1,3,3,2,3,3,3,3,3,3
5351,13,34,1,1,3,0,3,3,0,0,0,0,3,0
3434,0,33,1,3,1,3,1,3,3,1,3,0,1,1
3214,0,64,4,3,3,0,0,2,2,2,2,0,0,0
433,2,65,6,3,3,3,3,2,0,0,0,0,0,3
979,12,57,4,3,3,3,3,1,3,3,3,3,3,3
2655,4,57,4,1,1,1,0,2,3,2,2,0,2,3
6786,7,44,4,1,0,3,1,3,3,0,1,3,3,3
4855,3,51,7,0,0,3,2,1,1,3,1,3,3,1
6990,7,34,4,3,3,3,3,2,2,2,2,2,2,3
1127,6,58,0,3,0,1,3,3,0,2,3,0,3,3
5123,13,33,1,1,1,1,3,1,3,3,3,3,3,1
6129,8,62,1,3,3,3,3,0,3,0,3,3,3,3
6459,8,30,4,3,3,1,3,3,1,3,3,1,3,3
2518,4,50,0,3,3,3,2,2,0,2,0,2,2,3
6883,7,33,4,1,3,1,1,1,1,3,3,3,0,1
1102,6,54,1,0,0,3,0,0,0,0,3,0,0,0
3276,0,61,3,3,3,3,0,3,3,3,3,0,0,1
3528,9,41,6,0,3,0,1,3,2,3,0,1,1,1
4857,3,51,7,0,3,1,3,1,1,3,0,3,3,1
4323,5,67,6,1,1,1,1,1,1,1,1,1,1,1
5310,13,37,4,0,3,3,0,1,2,2,1,3,3,1
4977,3,64,2,1,0,1,0,0,1,1,0,3,3,3
194,2,41,4,2,2,2,2,2,2,2,2,2,0,3
615,12,65,6,3,3,3,0,2,0,0,0,0,0,0
643,12,57,4,3,1,3,1,3,3,1,3,3,3,3
7160,7,43,4,3,0,3,3,3,3,3,3,3,3,1
3285,0,27,1,3,3,3,3,0,3,3,0,3,0,3
3116,0,50,3,1,1,1,1,0,0,0,0,0,0,0
3535,9,39,6,3,3,3,0,2,3,0,0,0,3,1
2776,4,62,1,3,2,3,2,2,2,3,3,3,1,1
5876,10,51,1,2,2,2,2,3,3,3,3,3,3,3
6055,10,7,1,0,2,1,0,1,3,3,2,1,3,1
4128,5,39,4,3,3,1,0,2,3,0,2,3,0,1
330,2,23,0,3,3,3,0,2,3,0,0,3,3,3
2207,11,22,0,0,0,0,0,0,0,0,0,0,0,0
4692,3,35,2,3,3,3,1,3,3,1,1,3,3,1
5157,13,42,4,1,1,3,3,3,3,3,0,3,0,0
2670,4,48,4,1,1,1,3,2,3,0,3,3,3,0
3299,0,30,6,3,1,3,0,2,3,1,3,3,1,1
972,12,39,4,0,1,3,2,2,0,0,2,3,0,1
483,12,34,1,1,1,1,1,0,0,0,0,0,0,0
2420,11,26,6,3,3,3,3,3,3,3,0,0,0,3
2602,4,30,4,3,3,3,1,3,3,3,3,3,3,3
719,12,42,6,2,2,2,2,2,2,2,2,2,2,2
6914,7,41,1,3,3,3,0,3,0,3,3,3,3,1
2059,11,41,1,3,2,1,3,2,2,0,3,2,3,2
2803,4,63,4,3,3,3,3,3,3,3,3,3,3,3
2566,4,42,3,1,1,1,1,3,3,3,3,0,0,0
4787,3,33,5,3,1,3,1,3,3,3,3,3,3,1
32,2,33,4,3,1,3,3,3,3,3,3,1,3,3
664,12,30,4,3,3,1,3,2,3,3,3,3,3,1
5641,10,62,1,1,0,2,3,3,3,1,3,1,3,1
4529,5,68,4,3,3,3,3,2,3,3,3,3,3,3
7114,7,15,1,1,3,3,3,3,3,3,1,3,3,3
1444,6,49,6,3,3,3,0,0,3,3,0,0,3,3
3479,9,41,4,1,1,3,3,1,0,0,3,3,2,1
2792,4,36,4,0,0,0,0,0,0,0,0,3,3,3
6923,7,40,4,3,3,3,0,0,0,0,0,0,0,3
6978,7,35,4,3,3,3,1,3,3,1,1,1,1,3
1705,1,58,4,3,3,3,3,0,3,3,0,3,3,3
6267,8,22,1,3,3,3,3,3,3,3,3,3,3,3
5414,13,38,3,3,3,3,1,3,3,3,1,3,3,1
3749,9,33,4,3,1,3,1,3,3,1,3,1,3,3
6194,8,65,4,1,1,1,1,1,1,1,3,3,3,1
4766,3,42,5,3,3,3,3,3,3,3,3,3,3,3
3227,0,60,3,3,3,3,3,0,0,0,0,3,3,3
118,2,31,0,1,1,1,3,0,3,0,3,3,1,3
2277,11,33,4,3,0,3,3,3,3,3,3,3,0,3
2905,4,34,4,1,1,1,1,0,1,1,0,1,3,0
4610,3,27,0,3,3,1,3,2,2,2,2,2,3,1
1401,6,37,6,2,2,2,2,2,2,2,3,2,3,1
739,12,21,6,3,1,3,3,3,3,3,3,1,1,0
2456,11,22,1,0,0,0,0,0,0,0,0,0,0,0
170,2,25,4,3,3,3,0,3,0,0,0,0,0,3
540,12,69,4,3,3,3,0,0,0,0,0,0,0,3
883,12,62,1,3,3,1,2,2,2,2,2,2,2,3
4367,5,45,4,3,3,3,0,2,3,3,3,3,3,3
5433,13,45,4,1,3,1,0,2,3,3,0,0,3,1
6954,7,37,1,0,3,1,1,1,1,1,1,3,3,3
3570,9,63,4,3,3,3,3,3,3,3,3,3,3,3
3944,9,45,4,1,1,1,1,2,3,3,3,3,3,3
674,12,29,4,1,1,3,2,3,3,0,1,1,3,1
3209,0,62,1,3,2,2,3,1,2,2,3,3,1,3
397,2,21,6,1,1,3,1,2,0,0,2,0,1,1
2915,4,29,6,1,1,1,0,0,3,0,3,0,3,1
3409,0,48,4,3,1,1,0,2,3,3,0,0,0,0
1815,1,23,4,0,0,3,2,2,0,0,0,0,0,3
5487,13,59,4,1,3,3,3,3,1,3,1,1,3,1
6991,7,34,4,0,0,0,2,3,3,3,2,2,3,3
2100,11,58,4,1,1,1,1,2,0,1,2,0,0,1
4294,5,57,0,1,3,1,3,1,3,1,3,3,1,1
7097,7,23,4,3,3,3,2,2,3,0,2,0,3,3
6037,10,68,4,0,3,0,0,3,3,1,3,1,3,3
2101,11,58,6,0,0,3,2,2,0,0,3,0,3,3
6071,10,44,1,1,1,3,3,2,3,1,1,1,0,3
5498,13,52,4,3,3,3,3,3,3,3,3,3,3,3
1548,1,64,1,3,3,3,0,2,0,0,0,0,0,0
4291,5,26,1,0,0,0,0,0,0,0,0,0,0,0
3599,9,26,6,0,0,0,0,0,0,0,0,0,0,0
3323,0,51,6,3,3,3,3,2,2,2,2,2,3,1
355,2,34,6,3,1,3,3,2,3,3,3,3,3,3
3621,9,58,1,1,1,1,1,0,0,0,3,0,0,0
4176,5,55,4,0,3,3,3,0,3,3,0,3,3,1
4963,3,54,3,1,3,1,1,3,3,1,1,1,3,1
2535,4,30,4,3,3,0,2,1,3,2,0,2,3,3
6342,8,57,4,3,1,1,1,1,3,2,3,3,1,3
3220,0,29,1,3,3,1,0,2,0,0,3,0,3,1
5106,13,60,1,3,3,3,3,3,3,3,3,3,3,3
2373,11,34,1,3,1,1,1,0,3,0,0,0,0,0
1051,6,49,6,1,3,3,0,1,1,1,1,1,3,1
3074,0,22,4,0,3,3,1,1,1,1,1,1,1,1
2321,11,69,4,3,3,3,0,2,0,0,0,0,0,3
4574,3,24,5,1,1,1,3,0,3,3,1,1,3,3
3334,0,51,6,1,3,1,3,2,3,3,3,1,3,1
4619,3,29,5,1,1,1,1,2,0,0,3,0,0,1
1751,1,27,4,3,3,0,0,2,2,2,0,2,0,3
6223,8,65,6,1,1,1,1,1,1,1,0,3,3,1
1772,1,30,1,3,3,1,3,2,3,3,3,3,3,3
1196,6,41,1,3,1,0,3,3,1,0,2,0,2,1
1878,1,31,3,3,3,3,3,3,3,3,3,3,3,3
2668,4,34,4,3,0,0,0,0,0,0,0,0,0,0
7147,7,6,4,3,3,3,3,3,1,1,3,3,1,3
2016,11,27,1,0,3,3,3,0,0,0,0,0,0,0
2005,11,30,1,3,3,3,3,3,3,3,3,3,3,3
5814,10,36,4,0,0,3,3,2,2,2,2,2,2,2
1482,6,25,1,3,3,3,1,0,1,1,0,1,3,1
3237,0,63,4,3,3,3,3,3,3,3,3,3,3,3
328,2,54,6,1,3,1,0,3,3,3,0,0,0,1
648,12,22,4,3,3,3,3,0,3,2,3,3,3,1
2945,4,68,3,3,3,3,3,3,3,3,0,3,3,1
3543,9,60,4,1,1,1,1,1,1,1,1,1,1,1
1123,6,65,4,3,3,3,3,2,0,0,0,0,0,3
4985,3,63,5,3,3,3,3,3,3,3,3,3,3,3
2788,4,21,3,1,3,1,3,1,1,3,3,1,1,1
6827,7,49,6,3,3,3,3,3,2,2,3,2,3,3
5842,10,26,6,3,3,3,3,3,3,3,3,3,3,3
5551,13,43,4,0,3,1,1,1,3,1,3,3,0,3
6853,7,46,4,0,0,0,3,0,0,0,3,0,0,3
6000,10,46,1,1,1,3,2,2,2,0,2,0,0,3
1259,6,58,4,3,3,1,3,2,3,3,0,3,3,3
5752,10,63,4,3,1,1,1,1,3,1,3,3,1,3
5970,10,40,1,3,3,1,1,3,3,3,3,1,1,3
3915,9,49,4,3,3,1,1,0,0,0,0,0,3,1
1519,1,54,1,3,3,0,1,0,0,3,3,3,3,3
5271,13,54,1,1,3,1,1,1,1,1,3,2,1,1
1378,6,26,6,3,0,3,0,0,0,0,0,0,0,0
5229,13,35,4,3,1,1,1,1,1,3,1,3,3,1
1023,6,27,4,3,3,3,2,2,3,3,2,0,0,0
2587,4,57,0,1,1,0,3,3,0,3,3,3,0,3
2918,4,21,6,1,3,1,0,1,1,3,1,0,1,1
4989,3,63,5,3,3,3,3,3,3,3,3,3,3,3
5097,13,58,0,3,3,3,1,2,2,2,2,3,3,3
6997,7,22,6,3,3,3,3,3,3,3,3,3,3,3
912,12,22,0,3,0,3,0,1,3,1,0,0,3,3
2857,4,48,6,3,3,3,2,3,3,3,0,3,0,0
4868,3,55,2,0,0,0,0,0,0,0,0,0,0,0
1675,1,67,4,3,1,3,3,1,3,1,3,3,3,3
1746,1,69,4,3,3,3,2,0,2,2,0,2,0,3
3026,0,50,4,1,1,1,1,1,0,0,2,0,3,1
532,12,39,4,3,3,3,2,2,3,2,0,3,0,3
1736,1,62,4,1,0,1,0,3,0,2,0,3,0,3
1629,1,67,6,3,3,0,2,0,1,1,1,1,1,1
6189,8,34,1,1,3,3,2,1,3,3,1,3,1,1
430,2,54,4,3,3,3,3,0,3,0,3,0,3,3
1808,1,26,4,3,3,3,3,0,0,0,0,0,0,0
5078,13,23,4,1,1,1,2,2,3,3,2,0,3,1
5781,10,49,4,3,3,3,3,3,3,3,3,3,3,3
4471,5,43,6,0,3,2,1,1,1,3,3,2,3,1
4657,3,22,0,0,0,0,0,0,0,0,0,0,0,0
234,2,56,4,1,3,1,1,3,3,3,1,3,3,3
4503,5,71,4,1,1,0,0,1,1,2,0,2,0,0
2222,11,42,4,3,3,3,3,3,3,3,3,3,3,3
4369,5,67,1,1,1,1,1,2,1,1,1,1,1,1
4102,5,63,4,3,3,3,3,3,3,3,3,3,3,3
5723,10,64,4,1,1,1,3,2,3,3,2,3,3,1
4414,5,32,4,3,3,3,1,1,1,1,1,1,1,1
6391,8,38,6,3,3,3,3,3,3,3,3,3,3,3
1948,1,67,3,3,3,3,0,3,3,1,3,3,1,3
5480,13,59,4,3,3,0,1,1,0,0,3,0,0,0
6358,8,32,1,3,3,3,3,3,3,3,3,3,3,3
4418,5,45,6,1,3,3,0,2,0,0,0,0,0,3
6556,8,53,0,3,3,3,3,3,3,3,3,3,3,3
1995,11,69,4,3,3,1,0,0,3,3,0,3,0,1
2671,4,22,1,3,3,3,3,3,3,3,3,3,3,3
5963,10,29,1,3,1,3,3,0,0,0,1,0,0,1
2224,11,65,4,1,1,3,3,2,3,3,3,3,0,3
1106,6,31,0,3,3,3,3,3,3,3,3,3,3,3
5907,10,33,1,1,3,1,3,3,3,1,3,3,1,3
818,12,25,3,1,1,1,1,2,3,1,1,1,1,1
3616,9,62,6,1,0,0,0,2,3,0,1,1,3,1
5294,13,35,4,3,0,1,3,3,1,3,1,3,1,3
7055,7,27,4,3,3,3,3,0,2,2,0,2,0,3
5224,13,65,4,1,1,1,1,1,1,1,1,1,1,1
1697,1,34,4,1,1,1,1,3,3,3,1,3,3,1
5872,10,51,3,2,2,2,1,1,1,1,1,3,3,3
136,2,21,0,1,1,1,2,2,1,1,1,1,1,1
1642,1,57,4,3,3,3,3,2,3,0,3,1,3,3
5516,13,51,4,0,0,2,3,3,0,0,0,0,0,3
5668,10,65,6,1,1,1,1,0,3,3,0,3,3,1
6350,8,46,1,1,1,1,2,2,3,3,0,3,0,1
1180,6,35,4,0,3,3,3,0,0,1,3,1,1,1
4595,3,26,7,3,3,3,3,3,3,0,0,0,0,3
888,12,22,6,1,3,1,1,0,3,0,1,0,3,3
2987,0,34,3,3,3,3,3,3,0,2,0,1,3,0
3855,9,68,6,3,3,3,1,3,1,1,3,1,3,3
2437,11,50,3,1,1,1,1,1,1,1,1,1,1,1
3715,9,58,0,1,1,3,3,0,0,0,3,0,1,1
5008,3,65,7,1,1,3,3,0,3,3,0,3,3,1
817,12,69,4,3,1,1,0,2,3,3,0,0,0,1
1111,6,33,4,3,1,1,1,3,1,3,3,3,3,1
3414,0,48,3,3,3,3,0,2,2,2,0,0,0,0
4478,5,68,4,3,3,3,3,0,3,3,3,3,3,3
2341,11,61,0,3,3,3,0,3,3,3,0,3,3,3
3167,0,65,4,1,1,1,1,3,0,0,3,3,3,3
5282,13,30,4,3,3,3,3,2,3,3,2,0,0,3
6691,7,54,4,1,1,0,1,2,3,0,0,0,0,3
4701,3,36,5,0,0,0,3,3,3,3,0,3,0,0
3065,0,58,4,0,0,0,0,2,0,0,0,0,3,3
1264,6,65,4,3,3,3,3,2,3,0,0,0,0,3
990,6,21,4,0,3,3,1,1,3,3,3,0,3,3
1464,6,36,4,0,0,3,0,0,3,3,3,1,3,1
1739,1,61,4,0,0,0,2,2,0,0,0,0,0,0
5151,13,55,1,3,3,3,3,3,3,3,3,3,3,3
5743,10,22,1,3,3,3,3,3,3,3,3,3,3,3
353,2,22,1,0,0,0,0,0,0,0,0,0,0,0
5464,13,57,6,1,3,2,3,3,1,3,1,1,3,1
3933,9,45,1,1,1,1,0,2,2,2,3,3,3,3
6872,7,45,6,1,3,3,0,2,3,3,3,0,0,3
6142,8,67,4,3,3,3,3,0,1,3,2,3,3,2
1489,6,30,6,3,3,3,3,2,3,2,0,2,3,3
4871,3,55,5,3,3,3,3,3,3,3,3,3,3,3
4801,3,45,2,1,3,1,3,2,0,0,0,0,0,3
3130,0,41,4,1,0,3,0,3,1,0,3,3,3,3
1228,6,27,0,3,3,3,0,2,3,3,0,3,0,0
6723,7,60,1,1,1,0,0,0,3,0,3,3,3,1
4257,5,59,4,1,1,3,3,3,3,3,3,3,3,3
3907,9,49,1,1,1,3,1,2,3,3,3,3,3,1
6779,7,55,0,1,3,3,3,3,3,3,3,3,3,3
3898,9,54,1,1,1,0,3,3,3,3,0,3,3,1
6972,7,36,3,1,3,0,0,0,3,3,3,3,3,0
52,2,30,4,3,3,3,1,2,3,3,3,0,3,1
4292,5,57,4,3,1,1,1,1,1,1,1,1,1,1
3980,9,24,4,3,3,3,3,2,3,1,0,1,3,3
5020,3,66,2,3,3,3,3,2,2,3,0,0,0,3
3085,0,22,4,3,3,3,3,3,3,3,3,3,3,3
159,2,45,4,3,3,3,2,2,0,0,2,2,0,0
6049,10,33,4,1,1,1,3,1,1,1,1,3,1,1
1587,1,62,1,2,3,1,0,0,1,1,1,1,1,3
1589,1,21,6,0,3,1,1,3,3,3,3,3,3,1
1479,6,22,1,3,3,3,3,3,3,3,3,3,3,3
5737,10,55,1,0,0,0,0,0,0,0,0,0,0,0
3145,0,39,4,3,3,3,2,2,3,3,2,3,3,3
1469,6,48,6,3,3,3,0,0,0,0,0,0,0,0
4262,5,20,3,3,0,3,3,3,3,3,3,0,3,3
3094,0,22,1,1,1,1,1,1,1,1,1,1,1,1
6841,7,48,6,1,3,2,3,3,1,2,1,0,3,1
3667,9,69,4,0,0,0,0,0,0,0,0,0,0,0
2078,11,56,4,0,3,1,1,1,1,1,1,1,1,1
7012,7,32,1,3,3,3,3,3,3,3,3,3,3,3
5650,10,62,6,1,3,3,3,1,3,1,3,1,3,1
4386,5,56,4,0,3,3,1,1,1,1,1,3,3,3
7056,7,27,6,3,3,3,3,0,3,3,3,3,3,3
6909,7,42,4,1,1,1,1,3,3,3,3,3,0,0
3770,9,56,4,0,1,3,3,2,3,3,3,0,0,1
2828,4,67,4,3,3,3,2,3,3,3,3,3,0,3
436,2,26,6,3,3,3,3,0,0,0,0,0,0,0
4139,5,60,1,0,0,0,0,0,0,0,0,0,0,0
6932,7,39,4,3,3,1,2,2,3,3,2,3,3,3
2960,4,64,1,3,3,1,0,2,0,0,0,0,0,0
4773,3,43,0,0,3,0,3,1,3,3,0,3,3,1
1588,1,25,6,3,0,3,0,3,1,3,1,1,1,0
4672,3,22,2,3,3,3,3,3,3,3,3,3,3,3
2780,4,65,4,1,1,1,3,2,3,3,3,0,0,0
5272,13,54,0,1,3,1,1,3,1,1,3,1,1,1
1590,1,58,1,0,0,3,0,0,2,2,0,0,0,3
4370,5,45,1,1,3,3,2,2,3,3,0,3,3,3
973,12,41,4,3,0,3,2,2,0,2,2,2,0,3
1238,6,68,0,3,0,3,3,3,3,3,3,0,3,1
2951,4,68,0,3,3,3,3,3,3,3,3,3,3,3
6412,8,27,6,3,3,3,3,3,2,2,3,2,3,3
2342,11,41,4,3,3,3,0,2,2,2,2,2,0,2
3589,9,27,1,3,3,3,3,0,2,2,0,2,0,3
4567,3,24,5,3,1,3,1,3,3,1,3,1,3,3
5093,13,46,4,3,1,1,3,2,3,0,2,0,0,0
6119,8,58,0,0,0,3,3,0,2,2,2,2,0,3
2231,11,24,4,3,1,3,3,2,3,1,3,1,3,1
3658,9,50,1,1,1,1,1,1,1,1,2,1,1,1
1497,1,61,4,3,3,3,2,0,3,3,3,0,0,3
449,2,26,6,3,3,3,0,3,3,0,3,0,0,3
2369,11,64,4,3,3,3,0,2,3,3,0,0,0,0
4839,3,50,5,1,1,1,1,1,0,0,2,2,2,2
3429,0,33,1,3,3,1,1,3,3,3,1,3,1,3
4087,5,30,6,2,3,3,3,0,3,3,0,0,3,0
4446,5,27,1,0,0,0,0,0,2,0,2,2,0,0
2422,11,23,4,1,1,3,0,2,3,3,0,3,0,3
6429,8,67,4,3,3,0,3,3,3,3,3,3,3,3
6066,10,66,0,3,3,3,3,0,0,0,0,0,3,3
4209,5,22,1,3,3,3,3,3,3,3,3,3,3,3
1551,1,27,1,3,3,3,0,0,2,2,0,2,0,0
6352,8,46,1,3,3,3,2,2,3,3,0,3,3,1
1146,6,31,4,0,0,0,0,0,0,0,2,0,0,0
4691,3,35,5,1,1,0,0,0,0,0,0,0,0,3
2092,11,30,4,3,3,3,1,2,3,3,3,3,1,3
1313,6,37,4,3,3,1,2,3,2,2,3,2,3,1
2015,11,29,1,3,3,3,0,2,3,3,3,3,3,1
187,2,62,4,1,0,2,3,3,1,3,0,2,2,1
3960,9,28,4,1,1,3,0,0,3,3,0,0,0,1
3426,0,27,4,3,3,3,0,0,2,2,0,2,0,3
6895,7,43,1,3,1,3,1,3,3,1,3,3,0,3
1381,6,26,6,3,0,3,0,0,0,0,0,0,0,0
4366,5,61,6,3,3,3,2,2,3,3,3,3,3,3
413,2,34,0,1,1,0,3,2,3,3,0,0,3,3
6985,7,35,4,3,3,3,1,0,3,0,0,0,0,2
3455,0,42,3,3,3,3,3,3,3,3,3,3,3,3
941,12,31,4,1,3,1,1,0,0,0,0,0,0,3
801,12,62,4,3,2,1,3,1,2,3,2,0,2,3
3336,0,51,6,1,3,1,3,2,1,3,3,2,1,1
6725,7,60,0,1,1,1,1,3,1,3,1,1,3,1
2750,4,63,4,3,3,3,3,3,3,3,3,3,3,3
5167,13,58,6,1,1,1,1,1,1,0,0,0,0,0
4395,5,54,4,1,3,3,3,3,0,0,0,0,0,3
256,2,42,1,3,3,3,3,3,3,3,3,3,3,3
6171,8,60,1,1,1,1,1,1,1,1,1,1,1,1
7024,7,30,6,0,3,0,2,2,2,3,3,0,0,0
3199,0,35,1,0,1,3,1,3,1,3,1,3,1,3
2235,11,67,4,3,3,0,2,3,3,3,2,3,0,3
647,12,61,4,3,3,3,3,2,3,0,2,3,0,3
1767,1,58,4,3,3,3,3,2,0,0,0,0,3,3
6794,7,52,3,3,3,3,3,2,3,3,2,3,3,3
3662,9,69,1,1,1,1,1,1,1,1,3,3,1,3
5113,13,39,4,3,3,3,2,2,3,3,2,0,0,1
6876,7,45,4,3,0,3,0,0,0,0,0,0,0,3
3815,9,54,4,0,3,3,3,1,3,1,3,2,1,3
24,2,69,4,3,1,1,0,2,3,3,0,3,3,1
5748,10,63,4,3,1,1,1,1,3,1,3,3,1,3
1088,6,57,1,3,3,3,3,3,3,3,3,3,3,3
4108,5,63,4,3,3,3,3,3,3,3,3,3,3,3
2694,4,69,0,3,3,3,0,2,3,0,0,0,0,1
3819,9,64,4,3,3,3,3,2,3,3,3,3,3,3
3398,0,56,4,3,3,3,1,1,1,1,1,1,3,3
3559,9,60,1,3,3,3,3,3,3,3,3,3,3,3
112,2,30,1,3,2,2,2,3,3,3,1,1,1,1
2841,4,34,1,1,1,3,1,3,3,0,0,0,0,1
2311,11,50,3,1,1,1,1,1,1,1,1,1,1,1
3441,0,27,0,3,3,3,3,0,3,3,3,3,3,0
4020,5,34,1,3,3,1,0,2,3,2,0,0,3,3
6803,7,52,4,3,3,3,3,3,3,3,0,3,3,3
4794,3,33,2,1,3,3,3,3,3,3,1,3,3,1
56,2,33,4,3,0,3,0,3,3,3,0,3,0,3
1309,6,67,4,3,3,3,3,2,3,3,3,3,3,3
695,12,30,4,3,0,0,3,3,2,2,3,3,3,3
5746,10,63,4,3,1,1,1,1,3,1,3,3,1,3
5213,13,63,4,3,1,1,1,1,3,1,3,3,1,3
1227,6,31,3,0,0,0,0,0,0,0,2,0,0,0
1999,11,30,1,3,3,3,2,0,3,3,3,3,3,3
276,2,57,4,0,0,2,2,2,2,2,2,2,0,0
3861,9,68,4,0,3,3,3,3,1,1,3,0,3,3
6286,8,22,4,0,0,1,1,3,3,3,3,3,3,3
1833,1,24,4,3,1,1,2,3,1,2,3,1,3,1
5681,10,65,4,1,1,1,1,0,3,3,0,3,3,1
6361,8,32,4,1,1,1,3,3,3,3,3,3,1,1
682,12,58,4,3,3,3,3,3,2,2,2,2,3,3
4303,5,24,6,3,3,3,3,3,3,3,3,3,3,3
6746,7,58,1,0,3,3,3,2,0,0,0,0,0,0
5666,10,39,4,1,1,3,2,2,0,0,2,0,0,1
6854,7,46,6,3,0,1,3,3,1,1,3,1,3,3
1137,6,51,4,1,3,1,3,3,1,3,3,1,1,1
2767,4,56,4,3,1,1,1,3,1,3,1,1,1,1
6338,8,16,3,1,3,1,3,3,3,3,3,3,3,3
4510,5,71,1,1,1,1,1,1,0,0,0,0,0,0
4686,3,35,7,3,3,1,3,3,3,3,3,0,3,1
942,12,29,4,3,3,1,0,2,3,2,0,2,1,1
1036,6,64,4,3,0,3,0,2,0,0,0,0,0,0
3841,9,35,4,1,1,3,0,3,3,3,1,3,1,0
5776,10,39,6,3,0,3,2,2,3,3,2,0,3,3
1346,6,31,1,3,3,3,3,3,3,3,3,3,3,3
3646,9,26,6,0,0,0,0,2,0,0,0,0,0,3
3994,9,59,4,1,2,1,1,3,1,0,1,1,2,1
6285,8,26,6,0,0,0,0,0,0,0,0,0,0,0
2784,4,65,6,1,1,0,0,0,0,0,0,0,0,0
5146,13,42,4,1,1,1,1,0,3,3,3,3,3,3
2384,11,58,1,3,0,3,2,0,3,2,3,2,3,3
2988,0,64,4,3,3,3,3,2,3,3,0,3,0,3
115,2,24,6,3,3,3,0,2,3,2,3,2,3,1
4994,3,63,5,3,3,3,3,3,3,3,3,3,3,3
3400,0,46,0,3,3,3,3,3,3,0,0,0,0,0
7126,7,12,4,3,3,1,3,3,1,3,3,1,3,3
3119,0,35,4,1,1,0,3,0,3,0,0,0,0,1
4374,5,58,4,3,3,3,3,2,3,3,0,3,3,1
3787,9,33,4,3,1,3,3,1,3,3,1,3,3,3
5144,13,41,1,1,3,3,3,3,3,1,3,3,1,3
2819,4,58,6,1,3,1,3,3,0,0,0,2,0,3
3733,9,20,6,3,1,3,3,1,1,1,3,3,1,1
5597,10,23,4,3,1,3,2,2,3,3,2,3,3,1
5964,10,29,3,1,1,1,0,2,0,0,3,0,3,1
7030,7,30,4,2,2,2,2,2,3,1,3,1,3,3
81,2,64,4,0,0,3,2,2,2,2,2,2,0,3
3021,0,34,6,3,3,3,0,2,3,3,0,0,3,3
1972,1,31,6,1,1,2,1,2,1,1,1,1,1,1
1714,1,23,4,0,3,1,0,0,3,0,3,3,3,1
3536,9,39,4,1,1,1,2,3,3,0,0,0,3,1
4594,3,26,7,0,0,0,0,0,0,0,0,0,0,0
5391,13,46,4,1,1,1,2,2,3,1,2,3,1,1
4054,5,41,3,1,1,3,1,1,0,3,1,1,3,3
6150,8,65,4,1,1,1,1,0,3,3,0,3,3,3
1946,1,23,3,3,3,3,2,2,3,3,2,3,0,3
6944,7,38,6,1,1,1,1,1,1,1,1,1,1,1
6345,8,12,4,3,3,3,3,3,3,3,3,3,3,3
5026,3,67,7,1,1,3,1,1,1,1,1,1,1,1
3488,9,34,0,3,0,3,3,2,3,3,0,3,0,1
1610,1,67,0,3,1,3,0,0,3,3,3,3,1,3
4974,3,64,0,1,1,1,3,2,3,3,0,0,0,0
1251,6,51,4,1,3,1,1,3,1,1,1,1,1,1
694,12,30,3,1,3,3,3,2,2,3,2,2,3,3
3070,0,22,1,0,0,0,0,0,0,0,0,0,0,0
6263,8,64,1,1,1,0,2,2,0,0,0,3,0,1
6994,7,34,1,3,1,1,1,3,0,0,0,0,0,3
2867,4,58,4,3,3,3,3,0,2,2,2,2,3,3
6187,8,55,4,3,3,3,3,3,3,3,3,3,3,3
5564,13,47,1,1,1,1,3,2,3,3,2,3,0,0
3375,0,54,4,0,3,3,3,0,3,3,1,1,3,1
665,12,50,4,1,1,1,0,2,2,2,2,2,1,1
2194,11,54,4,0,1,1,3,3,1,1,3,1,3,1
4685,3,35,5,3,1,0,1,3,3,3,1,3,3,1
6212,8,35,3,3,3,1,3,3,3,3,3,1,3,3
6096,8,63,4,3,1,1,1,1,3,1,3,3,1,3
6486,8,30,4,3,3,3,3,3,3,3,3,3,3,3
1017,6,58,4,3,3,1,3,2,3,3,2,3,3,3
557,12,67,4,3,3,3,2,0,3,2,3,0,3,3
6116,8,23,4,3,3,3,2,3,3,0,2,0,0,3
4467,5,19,1,3,2,2,3,3,3,3,3,3,1,3
1207,6,69,0,0,0,0,2,2,2,2,0,2,0,0
4126,5,60,1,0,3,0,3,3,3,0,0,3,3,3
5482,13,59,0,3,3,3,3,3,3,3,3,3,3,3
4284,5,67,4,1,1,1,3,3,3,3,2,3,3,3
1510,1,48,1,0,0,3,3,0,0,0,0,0,0,0
5246,13,49,0,3,1,3,3,0,3,0,0,0,0,1
4660,3,22,2,3,0,3,3,3,3,1,3,3,1,1
3211,0,30,0,2,2,2,2,2,2,2,2,2,2,2
3630,9,57,6,1,1,0,1,1,3,1,1,3,0,1
6620,7,68,1,0,3,3,3,1,0,3,1,3,3,1
4912,3,59,7,3,3,3,3,2,3,3,0,3,0,3
266,2,39,4,3,3,3,0,2,3,3,0,3,3,1
3904,9,46,4,3,3,3,0,2,0,0,0,3,3,3
1140,6,29,4,3,3,1,0,2,3,0,0,3,0,3
3162,0,65,1,1,1,1,1,0,0,0,3,3,3,1
